iata,icao,name,location,latitude,longitude,website,city,country,country_iso,phone
CNG,LFBG,Cognac – Châteaubernard Air Base,"Cognac, Poitou-Charentes, France",45.654633,-0.3137203,,,France,FR,+33 5 45 32 73 00
CNH,KCNH,Claremont Municipal Airport,"Claremont, New Hampshire, United States",43.37097,-72.368225,http://www.claremontnh.com/,Claremont,United States,US,+1 603-542-7032
CNI,ZYCH,Changhai Airport,"Changhai, Liaoning, China",39.267895,122.670006,,Dalian,China,CN,+86 411 8988 1366
CNK,KCNK,Blosser Municipal Airport,"Concordia, Kansas, United States",39.549168,-97.65222,,Concordia,United States,US,+1 785-243-1800
MVD,SUMU,Carrasco Gral. Cesáreo L. Berisso International Airport,"Montevideo, Uruguay",-34.83682,-56.016518,http://www.aeropuertodecarrasco.com.uy/,Ciudad de la Costa,Uruguay,UY,+598 2604 0329
MVN,KMVN,Mount Vernon Airport,"Mount Vernon, Illinois, United States",38.321934,-88.85349,http://www.mtvernonairport.com/,Mount Vernon,United States,US,+1 618-242-7016
MXA,KMXA,Manila Municipal Airport,"Manila, Arkansas, United States",35.889267,-90.15633,,Manila,United States,US,
MXB,WAWM,Andi Jemma Airport,"Masamba, Indonesia",-2.554235,120.32447,,,Indonesia,ID,
MXC,,Monticello Airport (FAA: U43),"Monticello, Utah, United States",37.872883,-109.34123,http://www.monticelloutah.org/,Monticello,United States,US,+1 435-587-2271
MXE,KMEB,Laurinburg–Maxton Airport (FAA: MEB),"Laurinburg / Maxton, North Carolina, United States",34.786716,-79.36217,http://www.lmairport.com/about-us,Maxton,United States,US,+1 910-844-5081
MXG,,Marlboro Airport (FAA: 9B1),"Marlborough, Massachusetts, United States",42.34384,-71.51166,http://www.marlboroairport.org/,Marlborough,United States,US,+1 508-485-0069
YKU,,Chisasibi Airport (TC: CSU2),"Chisasibi, Quebec, Canada",53.80572,-78.91664,http://www.chisasibi.org/,,Canada,CA,+1 819-855-2665
NKU,FXNK,Nkaus Airport,"Nkau, Lesotho",-30.02244,28.193813,,,Lesotho,LS,
SUJ,LRSM,Satu Mare International Airport,"Satu Mare, Romania",47.706463,22.88126,http://www.aeroportulsatumare.ro/,,Romania,RO,+40 261 768 640
DLA,FKKD,Douala International Airport,"Douala, Cameroon",4.0134387,9.717008,http://www.adcsa.aero/index.php?id=68,Douala,Cameroon,CM,+237 2 33 42 35 77
MIS,AYMS,Misima Island Airport,"Misima Island, Papua New Guinea",-10.310449,150.33391,,Gurney,Papua New Guinea,PG,+675 641 0010
MUA,AGGM,Munda Airport,"Munda, New Georgia, Solomon Islands",-8.326944,157.26306,,Munda,Solomon Islands,SB,
MCX,URML,Uytash Airport,"Makhachkala, Dagestan, Russia",42.821064,47.655544,http://www.mcx.aero/,Махачкала,Russia,RU,+7 929 892-68-62
MCY,YBSU,Sunshine Coast Airport,"Sunshine Coast, Queensland, Australia",-26.603842,153.08997,https://www.sunshinecoastairport.com.au/,Marcoola,Australia,AU,+61 1300 993 543
MDC,WAMM,Sam Ratulangi International Airport,"Manado, Indonesia",1.5490187,124.925514,https://samratulangi-airport.com/,,Indonesia,ID,+62 431 814320
MOW,,metropolitan area3,"Moscow, Russia",0.0,0.0,,,,,
LEF,FXLK,Lebakeng Airport,"Lebakeng, Lesotho",-29.890524,28.655283,,,Lesotho,LS,
LES,FXLS,Lesobeng Airport,"Lesobeng, Lesotho",0.0,0.0,,,,,
MPA,FYKM,Katima Mulilo Airport (Mpacha Airport),"Katima Mulilo, Namibia",-17.631256,24.17812,,Katima Mulilo,Namibia,NA,+264 66 250 211
CIP,FLCP,Chipata Airport,"Chipata, Zambia",-13.556944,32.587223,,,Zambia,ZM,+260 97 9150733
MXI,RPMQ,Mati Airport (Imelda R. Marcos Airport),"Mati, Philippines",6.950245,126.27249,,Mati,Philippines,PH,+63 917 709 2358
MXJ,DNMN,Minna Airport,"Minna, Nigeria",9.660273,6.4662614,,Minna,Nigeria,NG,
MVV,LFHM,Megève Altiport,"Megève, Rhône-Alpes, France",45.81977,6.6510925,http://www.aerocime.com/,Megève,France,FR,+33 4 50 21 03 21
MVZ,FVMV,Masvingo Airport,"Masvingo, Zimbabwe",-20.061293,30.860575,,Masvingo,Zimbabwe,ZW,
MXO,KMXO,Monticello Regional Airport,"Monticello, Iowa, United States",42.220364,-91.1633,,Monticello,United States,US,+1 319-465-3525
BVM,SNBL,Belmonte Airport,"Belmonte, Bahia, Brazil",0.0,0.0,,,,,
TZC,KCFS,Tuscola Area Airport (FAA: CFS),"Caro, Michigan, United States",43.457626,-83.44775,http://www.tuscolaairport.com/,Caro,United States,US,+1 989-673-4301
TZN,MYAK,South Andros Airport (Congo Town Airport),"South Andros, Andros Island, Bahamas",24.156574,-77.58376,,Congo Town,The Bahamas,BS,
TZX,LTCG,Trabzon Airport,"Trabzon, Turkey",40.99411,39.78222,http://www.trabzon.dhmi.gov.tr/havaalanlari/default.aspx?hv=8,,Turkey,TR,+90 462 328 09 40
UAC,,San Luis Río Colorado Airport,"San Luis Río Colorado, Sonora, Mexico",32.45163,-114.80457,,San Luis Río Colorado,Mexico,MX,
UAI,WPDB,Suai Airport,"Suai, East Timor",-8.54956,125.52487,,Díli,Timor-Leste,TL,+92 302 4015555
BVS,SNVS,Breves Airport,"Breves, Pará, Brazil",0.0,0.0,,,,,
UAP,NTMP,Ua Pou Airport,"Ua Pou, Marquesas Islands, French Polynesia",-9.347191,-140.07974,,,French Polynesia,PF,
UDR,VAUD,Maharana Pratap Airport,"Udaipur, Rajasthan, India",24.61901,73.890816,https://www.udaipurairport.com/,Udaipur,India,IN,+91 294 265 5950
BVX,KBVX,Batesville Regional Airport,"Batesville, Arkansas, United States",35.724934,-91.65022,http://batesvilleregionalairport.com/,Batesville,United States,US,+1 870-251-1244
BVY,KBVY,Beverly Municipal Airport,"Beverly, Massachusetts, United States",42.58442,-70.91528,http://www.beverlyairport.com/,Beverly,United States,US,+1 978-921-6072
BWF,EGNL,Barrow/Walney Island Airport,"Barrow-in-Furness, England, United Kingdom",54.1297,-3.2638302,,,United Kingdom,GB,
BWG,KBWG,Bowling Green-Warren County Regional Airport,"Bowling Green, Kentucky, United States",36.962505,-86.426926,http://www.bgwcairport.org/,Bowling Green,United States,US,+1 270-842-1101
BWH,WMKB,RMAF Butterworth,"Butterworth, Penang, Malaysia",5.465369,100.39122,,Butterworth,Malaysia,MY,+60 16-933 1724
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,"Baltimore–Washington metropolitan area, United States",39.177402,-76.668396,http://www.bwiairport.com/,Baltimore,United States,US,+1 410-859-7111
BWK,LDSB,Bol Airport (Brač Airport),"Bol, Croatia",43.285843,16.678967,http://www.airport-brac.hr/,Supetar,Croatia,HR,+385 21 559 711
DJM,FCBD,Djambala Airport,"Djambala, Republic of the Congo",0.0,0.0,,,,,
DUE,FNDU,Dundo Airport,"Dundo, Angola",-7.400486,20.81863,,Dundo,Angola,AO,
UAR,GMFB,Bouarfa Airport,"Bouarfa, Morocco",32.51466,-1.9820361,,Bouarfa,Morocco,MA,
HAL,FYHI,Halali Airport,"Halali, Namibia",0.0,0.0,,,,,
NUI,PAQT,Nuiqsut Airport (FAA: AQT),"Nuiqsut, Alaska, United States",70.209724,-151.00555,http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/systemops/fs/alaskan/alaska/fai/arpt_photo/brooksnorth/aqt/,Nuiqsut,United States,US,+1 907-852-2611
NWT,,Nowata Airport,"Nowata, Papua New Guinea",36.72063,-95.62331,,Nowata,United States,US,
OCM,YBGD,Boolgeeda Airport,"Boolgeeda, Western Australia, Australia",-22.539936,117.27515,,Rocklea,Australia,AU,
NTG,ZSNT,Nantong Xingdong Airport,"Nantong, Jiangsu, China",32.070835,120.975555,http://www.ntcaac.com,Nantong,China,CN,+86 513 8656 0050
NYA,USHN,Nyagan Airport,"Nyagan, Khanty-Mansi Autonomous Okrug, Russia",62.101772,65.6061,http://nyaganaero.ru/,,Russia,RU,
NYM,USMM,Nadym Airport,"Nadym, Yamalo-Nenets Autonomous Okrug, Russia",65.479965,72.69239,http://www.avianadym.ru/,городок Аэропорт,Russia,RU,+7 349 954-52-63
ORS,,Orpheus Island Resort Waterport,"Orpheus Island, Queensland, Australia",-18.601131,146.49042,http://www.orpheus.com.au/,Palm Island,Australia,AU,+61 7 4777 7377
UGS,,Ugashik Airport (FAA: 9A8),"Ugashik, Alaska, United States",57.524967,-157.38885,,Pilot Point,United States,US,
MWU,,Mussau Island Airport,"Mussau Island, Papua New Guinea",-2.060708,147.42572,,Momote,Papua New Guinea,PG,
BLJ,DABT,Mostépha Ben Boulaid Airport,"Batna, Algeria",35.757286,6.309525,http://www.blj-dz.com/,Lazrou,Algeria,DZ,+213 23 77 01 10
AIH,AYAK,Aiambak Airport,"Aiambak, Papua New Guinea",0.0,0.0,,,,,
BGX,SBBG,Comandante Gustavo Kraemer Airport,"Bagé, Rio Grande do Sul, Brazil",-31.389591,-54.11207,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-bage-comandante-gustavo-kraemer/,Bagé,Brazil,BR,+55 53 3242-7702
BMF,FEGM,Bakouma Airport,"Bakouma, Central African Republic",5.694333,22.80031,,Bakouma,Central African Republic,CF,
BGY,LIME,Il Caravaggio International Airport (Orio al Serio Airport),"Milan / Bergamo, Lombardy, Italy",45.66957,9.703631,http://www.orioaeroporto.it/,Orio al Serio,Italy,IT,+39 035 326323
MKH,FXMK,Mokhotlong Airport,"Mokhotlong, Lesotho",-29.282562,29.071812,,Mokhotlong,Lesotho,LS,+266 6817 3300
BNY,AGGB,Bellona/Anua Airport,"Bellona Island, Rennell and Bellona, Solomon Islands",-11.302115,159.79851,,,Solomon Islands,SB,
KVG,AYKV,Kavieng Airport,"Kavieng, Papua New Guinea",-2.5786076,150.80643,,Kavieng,Papua New Guinea,PG,+675 984 2462
NYO,ESKN,Stockholm Skavsta Airport,"Stockholm / Nyköping, Sweden",58.78902,16.915365,http://www.skavsta.se/,,Sweden,SE,+46 155 28 04 00
NYR,UENN,Nyurba Airport,"Nyurba, Yakutia, Russia",63.295597,118.35433,,Нюрба,Russia,RU,
BRH,,Brahman Airport,"Brahman, Papua New Guinea",0.0,0.0,,,,,
BHD,EGAC,George Best Belfast City Airport,"Belfast, Northern Ireland, United Kingdom",54.617615,-5.8718305,http://www.belfastcityairport.com/,,United Kingdom,GB,+44 28 9093 9093
UES,KUES,Waukesha County Airport (Crites Field),"Waukesha, Wisconsin, United States",43.038857,-88.2376,https://www.waukeshacounty.gov/airport,Waukesha,United States,US,+1 262-521-5250
NYT,VYNT,Naypyidaw Airport,"Naypyidaw (Nay Pyi Taw), Myanmar",19.615017,96.21302,,(Yelegwe),Myanmar (Burma),MM,+95 67 810 9111
UET,OPQT,Quetta International Airport,"Quetta, Pakistan",30.249073,66.94882,,Quetta,Pakistan,PK,+92 81 2880212
OBL,EBZR,Oostmalle Airfield,"Zoersel, Belgium",51.265892,4.7559366,http://www.ebzr.be/,Malle,Belgium,BE,+32 3 311 55 13
OBN,EGEO,Oban Airport (North Connel Airport),"Oban, Scotland, United Kingdom",56.465652,-5.3976727,http://obanandtheislesairports.com/,North Connel,United Kingdom,GB,+44 1631 572910
OBO,RJCB,Tokachi–Obihiro Airport,"Obihiro, Hokkaido, Japan",42.73221,143.21288,http://www.tokachiobihiro-airport.jp/index.html.ja,Obihiro,Japan,JP,+81 155-64-5320
OBX,AYOB,Obo Airport,"Obo, Papua New Guinea",42.73221,143.21288,http://www.tokachiobihiro-airport.jp/index.html.ja,Obihiro,Japan,JP,+81 155-64-5320
UFA,UWUU,Ufa International Airport,"Ufa, Bashkortostan, Russia",54.565125,55.884174,http://www.airportufa.ru/,Bulgakovo,Russia,RU,+7 800 200-66-02
OCS,,Corisco International Airport,"Corisco Island, Equatorial Guinea",0.456963,9.409852,http://www.libreville-aeroport.com/,Libreville,Gabon,GA,+241 01 73 82 82
UGC,UTNU,Urgench International Airport,"Urgench, Uzbekistan",41.583885,60.642433,,Urgench,Uzbekistan,UZ,+998 62 226 24 25
UGU,,Bilogai Airport,"Bilogai, Indonesia",-3.7395623,137.03197,,,Indonesia,ID,
UIB,SKUI,El Caraño Airport,"Quibdó, Colombia",5.690999,-76.64418,http://www.aeropuertoquibdo.co/,,Colombia,CO,+57 4 6711537
UKI,KUKI,Ukiah Municipal Airport,"Ukiah, California, United States",39.127666,-123.20136,http://www.cityofukiah.com/ukiah-airport/,Ukiah,United States,US,
UKK,UASK,Oskemen Airport (Ust-Kamenogorsk Airport),"Oskemen (Ust-Kamenogorsk), Kazakhstan",50.026127,82.506096,http://ru.airport-uk.kz/,Ust'-Kamenogorsk,Kazakhstan,KZ,+7 723 277 8484
BWQ,YBRW,Brewarrina Airport,"Brewarrina, New South Wales, Australia",-29.971945,146.81416,,Brewarrina,Australia,AU,
OFF,KOFF,Offutt Air Force Base,"Omaha, Nebraska, United States",41.12427,-95.91456,,Offutt Air Force Base,United States,US,
OGG,PHOG,Kahului Airport,"Kahului, Hawaii, United States",20.896791,-156.43294,http://hawaii.gov/ogg,Kahului,United States,US,+1 808-872-3830
BWU,YSBK,Bankstown Airport,"Bankstown, New South Wales, Australia",-33.92459,150.99767,http://www.bankstownairport.com.au/,Bankstown,Australia,AU,+61 2 9796 2300
OGL,SYGO,Ogle Airport,"Georgetown, Guyana",6.805783,-58.10532,http://www.ogleairportguyana.com/,,Guyana,GY,+592 222 4132
OGN,ROYN,Yonaguni Airport,"Yonaguni, Yaeyama Islands, Japan",24.465317,122.980064,http://www.pref.okinawa.jp/airport/index/yn/yonaguni00.htm,Yonaguni-chō,Japan,JP,+81 980-87-2831
UKS,UKFB,Sevastopol International Airport,Sevastopol,45.019108,33.997295,http://sipaero.ru/,Aeroflots'kyi,Ukraine,UA,+7 978 936-77-71
BXD,WAKE,Bade Airport,"Bade, Indonesia",0.0,0.0,,,,,
OGR,FTTB,Bongor Airport,"Bongor, Chad",44.806927,-68.82327,http://www.flybangor.com/,Bangor,United States,US,+1 207-992-4600
DIP,DFED,Diapaga Airport,"Diapaga, Burkina Faso",0.0,0.0,,,,,
HED,,Herendeen Bay Airport (FAA: AK33),"Herendeen Bay, Alaska, United States",55.801395,-160.89926,,Herendeen Bay,United States,US,
OGS,KOGS,Ogdensburg International Airport,"Ogdensburg, New York, United States",44.682095,-75.47683,http://www.ogsair.com/,Ogdensburg,United States,US,+1 315-393-1080
OSL,ENGM,"Oslo Airport, Gardermoen","Oslo, Norway",60.19755,11.100415,http://www.osl.no/,,Norway,NO,+47 64 81 20 00
OSN,RKSO,Osan Air Base,"Osan, South Korea",37.086216,127.039185,http://www.osan.af.mil/,Pyeongtaek,South Korea,KR,
OSR,LKMT,Leoš Janáček Airport Ostrava,"Ostrava, Czech Republic",49.69696,18.116503,http://www.airport-ostrava.cz,Mošnov,Czechia,CZ,+420 597 471 136
OSS,UAFO,Osh Airport,"Osh, Kyrgyzstan",40.608334,72.793335,http://www.airport.kg/osh,Osh,Kyrgyzstan,KG,+996 3222 90101
OST,EBOS,Ostend–Bruges International Airport,"Ostend / Bruges, Belgium",51.204193,2.8698127,http://www.luchthaven-oostendebrugge.com/,Oostende,Belgium,BE,+32 59 55 12 11
OSU,KOSU,Ohio State University Airport,"Columbus, Ohio, United States",40.07746,-83.07347,http://www.osuairport.org/,Columbus,United States,US,+1 614-292-5460
HLW,FAHL,Hluhluwe Airport,"Hluhluwe, South Africa",-28.014719,32.27583,,Hluhluwe,South Africa,ZA,
ALG,DAAG,Houari Boumediene Airport,"Algiers, Algeria",36.697525,3.2067833,http://www.egsa-alger.dz,"Dar El Beida, Algiers",Algeria,DZ,+213 21 50 91 91
BNB,FZGN,Boende Airport,"Boende, Democratic Republic of the Congo",-0.2879178,20.880333,,Boende,Democratic Republic of the Congo,CD,
AMB,FMNE,Ambilobe Airport,"Ambilobe, Madagascar",-13.1885,48.988083,,,Madagascar,MG,
ANM,FMNH,Antsirabato Airport,"Antalaha, Madagascar",-14.998869,50.320316,,Antalaha,Madagascar,MG,+261 33 80 776 98
BOE,FCOB,Boundji Airport,"Boundji, Republic of the Congo",0.0,0.0,,,,,
ANR,EBAW,Antwerp International Airport,"Antwerp, Belgium",51.188747,4.4608736,http://www.antwerp-airport.be/,Antwerpen,Belgium,BE,+32 3 285 65 00
BIK,WABB,Frans Kaisiepo Airport,"Biak, Indonesia",-1.1894938,136.10849,http://franskaisiepo-airport.co.id/,,Indonesia,ID,+62 981 22555
BIL,KBIL,Billings Logan International Airport,"Billings, Montana, United States",45.80351,-108.53791,http://www.flybillings.com/,Billings,United States,US,+1 406-247-8609
BIN,OABN,Bamyan Airport,"Bamyan, Afghanistan",34.812862,67.828125,,Bamyan,Afghanistan,AF,
BIO,LEBB,Bilbao Airport,"Bilbao, Basque Country, Spain",43.302494,-2.911116,http://www.aena.es/es/aeropuerto-bilbao/index.html,Loiu,Spain,ES,+34 913 21 10 00
BIS,KBIS,Bismarck Municipal Airport,"Bismarck, North Dakota, United States",46.77519,-100.75725,http://www.bismarckairport.com/,Bismarck,United States,US,+1 701-355-1800
BYJ,LPBJ,Beja Airport,"Beja, Portugal",38.063667,-7.9393034,,,Portugal,PT,+351 284 001 020
BJB,OIMN,Bojnord Airport,"Bojnord, Iran",37.489807,57.307716,http://bojnord.airport.ir/,Bojnurd,Iran,IR,+98 58 3223 6570
KKW,FZCA,Kikwit Airport,"Kikwit, Democratic Republic of the Congo",-5.038035,18.784414,,Kikwit,Democratic Republic of the Congo,CD,
BYM,MUBY,Carlos Manuel de Céspedes Airport,"Bayamo, Cuba",20.395947,-76.619606,,Bayamo,Cuba,CU,
BYN,ZMBH,Bayankhongor Airport,"Bayankhongor, Mongolia",46.165314,100.70354,,Bayankhongor,Mongolia,MN,
UKX,UITT,Ust-Kut Airport,"Ust-Kut, Irkutsk Oblast, Russia",56.857296,105.71612,http://www.uskairport.ru/,Ust'-Kut,Russia,RU,+7 395 655-07-09
ULI,,Ulithi Airport (FAA: TT02),"Ulithi, Federated States of Micronesia",10.0199795,139.78961,,,Federated States of Micronesia,FM,
ULK,UERL,Lensk Airport,"Lensk, Yakutia, Russia",60.722443,114.831505,,"Ленский улус, Ленск",Russia,RU,+7 411 372-11-19
ULM,KULM,New Ulm Municipal Airport,"New Ulm, Minnesota, United States",44.319443,-94.50222,http://www.ci.new-ulm.mn.us/index.asp?Type=B_BASIC&SEC={840F6280-A727-429E-B482-086226133C0E},New Ulm,United States,US,+1 507-354-8127
OTU,SKOT,Otú Airport,"Remedios, Colombia",7.010637,-74.71486,,,Colombia,CO,
ULQ,SKUL,Heriberto Gíl Martínez Airport,"Tuluá, Colombia",4.090433,-76.22413,,,Colombia,CO,
ULX,,Ulusaba Airstrip,"Ulusaba, South Africa",0.0,0.0,,,,,
ULZ,ZMDN,Donoi Airport,"Uliastai, Mongolia",47.711323,96.52673,,,Mongolia,MN,
UMA,,Punta de Maisí Airport,"Maisí, Cuba",0.0,0.0,,,,,
BYO,SBDB,Bonito Airport,"Bonito, Mato Grosso do Sul, Brazil",-21.243193,-56.44983,http://www.portalbonito.com.br/servicos/informacoes,,Brazil,BR,+55 67 3255-3222
UME,ESNU,Umeå Airport,"Umeå, Sweden",63.793015,20.28928,https://www.swedavia.se/umea/,,Sweden,SE,+46 10 109 50 00
URJ,USHU,Uray Airport,"Uray, Khanty-Mansi Autonomous Okrug, Russia",60.11705,64.82382,,Uray,Russia,RU,+7 346 763-05-78
BYS,KBYS,Bicycle Lake Army Airfield (Fort Irwin),"Barstow, California, United States",35.28,-116.628334,,,United States,US,
BYV,,Beira Lake Seaplane Base,"Colombo, Sri Lanka",6.907425,79.91266,,Sri Jayawardenepura Kotte,Sri Lanka,LK,
BZF,,Benton Field,"Redding, California, United States",40.5742,-122.40714,http://www.visitredding.com/benton-field-hillside-aviation,Redding,United States,US,+1 530-241-4204
OUA,DFFD,Ouagadougou Airport,"Ouagadougou, Burkina Faso",12.356569,-1.5135413,https://ouagadougou-aeroport.bf/fr/,Ouagadougou,Burkina Faso,BF,+226 25 30 78 48
BZK,UUBP,Bryansk International Airport,"Bryansk, Bryansk Oblast, Russia",53.213497,34.18273,http://aero32.ru/,Oktyabr'skoye,Russia,RU,+7 483 272-25-54
OUE,FCOU,Ouésso Airport,"Ouésso, Republic of the Congo",1.6091038,16.039772,,Ouesso,Republic of the Congo,CG,
BZR,LFMU,Béziers Cap d'Agde Airport,"Béziers, Languedoc-Roussillon, France",43.322514,3.355438,http://www.beziers.aeroport.fr/,Portiragnes,France,FR,+33 4 67 80 99 09
OUH,FAOH,Oudtshoorn Airport,"Oudtshoorn, South Africa",-33.60361,22.18639,,Oudtshoorn,South Africa,ZA,
OUR,FKKI,Batouri Airport,"Batouri, Cameroon",0.0,0.0,,,,,
URT,VTSB,Surat Thani Airport,"Surat Thani, Thailand",9.134296,99.14288,http://www.suratthaniairport.com/,Hua Toei,Thailand,TH,+66 94 276 3729
OUS,SDOU,Jornalista Benedito Pimentel–Ourinhos State Airport,"Ourinhos, São Paulo, Brazil",-22.966349,-49.912987,,,Brazil,BR,
OUT,FTTS,Bousso Airport,"Bousso, Chad",0.0,0.0,,,,,
OVA,FMSL,Bekily Airport,"Bekily, Madagascar",-24.236082,45.304665,,Bekily,Madagascar,MG,
OVD,LEAS,Asturias Airport (Oviedo Airport),"Oviedo, Asturias, Spain",43.56238,-6.033498,http://www.aena.es/es/aeropuerto-asturias/index.html,Santiago del Monte,Spain,ES,+34 913 21 10 00
OVR,SAZF,Olavarría Airport,"Olavarría, Buenos Aires, Argentina",-36.893158,-60.21919,,Olavarría,Argentina,AR,+54 2281 44-5554
PAD,EDLP,Paderborn Lippstadt Airport,"Paderborn / Lippstadt, North Rhine-Westphalia, Germany",51.613194,8.617736,http://www.airport-pad.com/,Büren,Germany,DE,+49 2955 770
SQW,EKSV,Skive Airport,"Skive, Denmark",56.55353,9.164274,http://www.eksv.dk/,Højslev,Denmark,DK,+45 97 53 57 77
RMN,,Rumginae Airport,"Rumginae, Papua New Guinea",-5.8970685,141.27173,,Rumginae,Papua New Guinea,PG,
MNY,AGGO,Mono Airport,"Mono Island, Treasury Islands, Solomon Islands",-7.4172115,155.56447,,,Solomon Islands,SB,
PAE,KPAE,Paine Field (Snohomish County Airport),"Everett, Washington, United States",47.907578,-122.28085,http://painefield.com/,Everett,United States,US,+1 425-353-2110
PAG,RPMP,Pagadian Airport,"Pagadian, Philippines",7.8305397,123.46239,,Pagadian City,Philippines,PH,
BKS,WIPL,Fatmawati Soekarno Airport,"Bengkulu, Indonesia",-3.8605714,102.33933,,,Indonesia,ID,+62 736 51040
PAH,KPAH,Barkley Regional Airport,"Paducah, Kentucky, United States",37.061245,-88.76751,http://www.barkleyregional.com/,West Paducah,United States,US,+1 270-744-0521
UYU,SLUY,Uyuni Airport (Joya Andina Airport),"Uyuni, Bolivia",-20.448431,-66.84096,,,Bolivia,BO,
PAN,VTSK,Pattani Airport,"Pattani, Thailand",6.7860346,101.15174,http://minisite.airports.go.th/pattani/,Bo Thong,Thailand,TH,+66 73 341 301
PAO,KPAO,Palo Alto Airport (Santa Clara County Airport),"Palo Alto, California, United States",37.45501,-122.110794,http://www.cityofpaloalto.org/gov/depts/pwd/palo_alto_airport/default.asp,Palo Alto,United States,US,+1 650-329-2444
PAP,MTPP,Toussaint L'Ouverture International Airport,"Port-au-Prince, Haiti",18.575655,-72.29489,http://pap.aan-haiti.com/,Port-au-Prince,Haiti,HT,+509 48 65 6436
PEI,SKPE,Matecaña International Airport,"Pereira, Colombia",4.81521,-75.73631,http://www.aeromate.gov.co/,Pereira,Colombia,CO,+57 6 3148151
BKW,KBKW,Raleigh County Memorial Airport,"Beckley, West Virginia, United States",37.791668,-81.12345,http://www.flybeckley.com/,Beaver,United States,US,+1 304-255-0476
PLJ,,Placencia Airport,"Placencia, Belize",16.537516,-88.361565,http://www.mayaislandair.com/,Placencia,Belize,BZ,+501 523-3443
NSI,FKYS,Yaoundé Nsimalen International Airport,"Yaoundé, Cameroon",3.7149162,11.547693,http://www.adcsa.aero/index.php?id=13,Yaounde,Cameroon,CM,+237 2 22 21 22 21
PNL,LICG,Pantelleria Airport,"Pantelleria, Sicily, Italy",36.815033,11.967049,http://www.aeroportodipantelleria.it/,,Italy,IT,+39 0923 911172
PNQ,VAPO,Pune Airport,"Pune, Maharashtra, India",18.579344,73.90892,http://www.puneairport.com/,Pune,India,IN,+91 20 2668 3232
PSE,TJPS,Mercedita Airport,"Ponce, Puerto Rico",18.009071,-66.56258,http://www.prpa.gobierno.pr/,Ponce,Puerto Rico,PR,+1 787-840-3151
PSF,KPSF,Pittsfield Municipal Airport,"Pittsfield, Massachusetts, United States",42.425343,-73.29078,http://cityofpittsfield.org/city_hall/airport/index.php,Pittsfield,United States,US,+1 413-448-9790
BLA,SVBC,General José Antonio Anzoátegui International Airport,"Barcelona, Venezuela",10.104063,-64.6822,http://aigdjaa.baer.gob.ve/,Barcelona,Venezuela,VE,+58 281-2752035
URY,OEGT,Gurayat Domestic Airport,"Qurayyat (Gurayat), Saudi Arabia",31.409966,37.2752,,Al Qurayyat,Saudi Arabia,SA,+966 14 642 0009
PSK,KPSK,New River Valley Airport,"Dublin, Virginia, United States",37.13842,-80.68123,http://www.nrvairport.com/,Dublin,United States,US,+1 540-674-4141
UTS,UUYX,Ust-Tsilma Airport,"Ust-Tsilma, Komi Republic, Russia",0.0,0.0,,,,,
PSP,KPSP,Palm Springs International Airport,"Palm Springs, California, United States",33.83032,-116.50705,http://www.palmspringsca.gov/government/departments/aviation-palm-springs-international-airport-psp,Palm Springs,United States,US,+1 760-318-3800
PSR,LIBP,Abruzzo Airport,"Pescara, Abruzzo, Italy",42.430027,14.188132,http://www.abruzzoairport.com/,Pescara,Italy,IT,+39 895 898 9512
INF,DATG,In Guezzam Airport,"In Guezzam, Algeria",19.563534,5.751027,,In Guezzam,Algeria,DZ,+213 29 33 01 47
BRQ,LKTB,Brno–Tuřany Airport,"Brno, Czech Republic",49.152233,16.693352,http://www.brno-airport.cz/,Brno,Czechia,CZ,+420 545 521 310
PPW,EGEP,Papa Westray Airport,"Papa Westray, Scotland, United Kingdom",59.34995,-2.901301,,,United Kingdom,GB,
OFI,DIOF,Ouango Fitini Airport,"Ouango Fitini, Ivory Coast",0.0,0.0,,,,,
NJA,RJTA,Naval Air Facility Atsugi,"Atsugi, Honshu, Japan",35.458183,139.44789,http://www.city.ayase.kanagawa.jp/hp/page000020100/hpg000020060.htm,Ayase,Japan,JP,+81 467-78-2664
VCE,LIPZ,Venice Marco Polo Airport,"Venice, Veneto, Italy",45.506313,12.34752,http://www.veniceairport.it/,Venezia,Italy,IT,+39 041 260 9260
NKA,,Nkan Airport,"Ntoum (Nkan), Gabon",0.0,0.0,,,,,
NMT,VYNT,Namtu Airport,"Namtu, Myanmar",22.978498,97.75242,,Lashio,Myanmar (Burma),MM,+95 82 23 954
NNA,GMMY,Kenitra Air Base,"Kenitra, Morocco",34.29861,-6.594722,,Kenitra,Morocco,MA,
NND,,Nangade Airport,"Nangade, Mozambique",0.0,0.0,,,,,
NKG,ZSNJ,Nanjing Lukou International Airport,"Nanjing, Jiangsu, China",31.73359,118.871445,http://www.njiairport.com/,Nanjing Shi,China,CN,
NKM,RJNA,Nagoya Airfield (Komaki Airport),"Nagoya, Honshu, Japan",35.2539,136.91974,http://www.nagoya-airport-bldg.co.jp/,豊山町,Japan,JP,+81 568-28-5633
NKP,,Nukutepipi Airport,"Nukutepipi, Tuamotus, French Polynesia",-18.064793,-140.95824,,,French Polynesia,PF,+689 87 70 29 04
